"","Title","Year","IMDb","Rotten.Tomatoes","provider","has_movie"
"8073","Death in Buenos Aires",2014,5.7,NA,"Prime",1
"8074","14+",2015,6.9,NA,"Prime",1
"8075","111 Girls",2013,7.1,NA,"Prime",1
"8076","Certain Prey",2011,5.4,NA,"Prime",1
"8077","Artificial Paradises",2012,6.4,NA,"Prime",1
"8078","One of Our Aircraft Is Missing",1942,7,NA,"Prime",1
"8079","Kathleen Madigan: Gone Madigan",2010,7.5,NA,"Prime",1
"8080","That Gal...Who Was in That Thing: That Guy 2",2015,7.3,NA,"Prime",1
"8081","Ephraim's Rescue",2013,6.1,NA,"Prime",1
"8082","Generation Aami",2018,7.6,NA,"Prime",1
"8083","Bless You, Prison",2002,7.4,NA,"Prime",1
"8084","Roads to Koktebel",2003,7,NA,"Prime",1
"8085","Butterfly Kisses",2018,5.8,NA,"Prime",1
"8086","Easy Money III: Life Deluxe",2013,6.2,NA,"Prime",1
"8087","Welcome to Happiness",2015,6.1,31,"Prime",1
"8088","Baghdad ER",2006,8,NA,"Prime",1
"8089","Mad As Hell",2014,5.8,27,"Prime",1
"8090","Babar: The Movie",1989,6.3,NA,"Prime",1
"8091","El Alamein",2002,7.1,NA,"Prime",1
"8092","Graduation Day",1981,4.8,57,"Prime",1
"8093","Zus & Zo",2001,6.2,42,"Prime",1
"8094","The Case of the Bloody Iris",1972,6.5,NA,"Prime",1
"8095","Eichmann",2007,5.9,38,"Prime",1
"8096","Diana Krall: Live in Paris",2002,8.6,NA,"Prime",1
"8097","Finding Family",2013,9.1,NA,"Prime",1
"8098","Spin",2003,6.3,43,"Prime",1
"8099","Madha",2020,5.3,NA,"Prime",1
"8100","...And Your Name Is Jonah",1979,7.1,NA,"Prime",1
"8101","The Darkness",2016,4.4,3,"Prime",1
"8102","Beyond the Myth: A Film About Pit Bulls and Breed Discrimination",2010,8.2,NA,"Prime",1
"8103","Yessongs",1975,7.9,NA,"Prime",1
"8104","The Akron Holy War",2017,7.6,NA,"Prime",1
"8105","A Chairy Tale",1957,7.4,NA,"Prime",1
"8106","Last of the Renegades",1964,6.6,NA,"Prime",1
"8107","The Battle of Pussy Willow Creek",2013,6.4,56,"Prime",1
"8108","Home Sweet Hell",2015,5.4,5,"Prime",1
"8109","Programming The Nation?",2011,6.2,38,"Prime",1
"8110","Krantiveer",1994,7.4,NA,"Prime",1
"8111","Battles Without Honor and Humanity: Police Tactics",1974,7.4,NA,"Prime",1
"8112","The Matchbreaker",2016,5.6,NA,"Prime",1
"8113","Dead Rising: Watchtower",2015,5.2,NA,"Prime",1
"8114","In Search of Blind Joe Death: The Saga of John Fahey",2013,6.9,100,"Prime",1
"8115","Any Bullet Will Do",2019,4.5,NA,"Prime",1
"8116","The Living",2014,6.1,50,"Prime",1
"8117","Shaolin Prince",1982,7,NA,"Prime",1
"8118","Jack the Giant Killer",1962,6.4,NA,"Prime",1
"8119","Einstein's God Model",2016,6.2,NA,"Prime",1
"8120","Three Worlds",2012,6.6,38,"Prime",1
"8121","The Entitled",2011,6.1,NA,"Prime",1
"8122","Dive!",2010,7.1,NA,"Prime",1
"8123","Mythica: The Necromancer",2015,5.5,NA,"Prime",1
"8124","Bhaagamathie",2018,7,NA,"Prime",1
"8125","Stage Door Canteen",1943,6.3,NA,"Prime",1
"8126","Bloody Tie",2006,6.3,NA,"Prime",1
"8127","Broadway Damage",1997,6.6,29,"Prime",1
"8128","Hulchul",2004,6.9,NA,"Prime",1
"8129","Mythica: The Iron Crown",2016,5.4,NA,"Prime",1
"8130","Hansel and Gretel Get Baked",2013,4.3,71,"Prime",1
"8131","33 Postcards",2011,6.2,27,"Prime",1
"8132","Loverboy",2005,5.4,18,"Prime",1
"8133","Babysitter Wanted",2009,5.4,NA,"Prime",1
"8134","Blood Bound",2019,4.1,NA,"Prime",1
"8135","Blame",2011,5.6,58,"Prime",1
"8136","Chitchor",1976,7.5,NA,"Prime",1
"8137","Born Innocent",1974,6.4,NA,"Prime",1
"8138","Mediastan",2013,7.8,NA,"Prime",1
"8139","Saints and Soldiers: Airborne Creed",2012,5.7,NA,"Prime",1
"8140","Dunkirk",2004,7.2,NA,"Prime",1
"8141","The Tune",1992,7.1,NA,"Prime",1
"8142","Bisbee '17",2018,6.6,NA,"Prime",1
"8143","A Girl Like Grace",2015,5.9,NA,"Prime",1
"8144","My Boss's Daughter",2003,4.7,8,"Prime",1
"8145","Swim Little Fish Swim",2014,6.6,55,"Prime",1
"8146","The Fabulous Allan Carr",2017,7.3,100,"Prime",1
"8147","American Experience: Tesla",2016,7,NA,"Prime",1
"8148","Viral Beauty",2018,6.1,NA,"Prime",1
"8149","Lewis Black: Black on Broadway",2004,8.1,NA,"Prime",1
"8150","Against All Flags",1952,6.6,NA,"Prime",1
"8151","Frightmare",1974,6.3,NA,"Prime",1
"8152","Zombie Ninjas vs Black Ops",2015,6.8,NA,"Prime",1
"8153","Namak Haraam",1973,7.3,NA,"Prime",1
"8154","Treading Water",2013,6.1,40,"Prime",1
"8155","Glen or Glenda",1953,4.2,35,"Prime",1
"8156","Othello",2001,7.3,NA,"Prime",1
"8157","Sacrifice",2016,5.3,31,"Prime",1
"8158","In Vogue: The Editor's Eye",2012,7.3,NA,"Prime",1
"8159","Eurocrime! The Italian Cop and Gangster Films That Ruled the '70s",2012,7.7,NA,"Prime",1
"8160","Reaper",2015,5.7,NA,"Prime",1
"8161","Hungry Wives",1972,5.5,NA,"Prime",1
"8162","Killswitch",2015,7.8,NA,"Prime",1
"8163","Turkey Bowl",2011,6.1,70,"Prime",1
"8164","The Big Bad Swim",2006,6.3,NA,"Prime",1
"8165","Evidence",2013,5.4,6,"Prime",1
"8166","Witch's Night Out",1978,7.6,NA,"Prime",1
"8167","You're the Greatest, Charlie Brown",1979,7.5,NA,"Prime",1
"8168","Vikings: Journey to New Worlds",2004,6.8,100,"Prime",1
"8169","Female Prisoner Scorpion: Grudge Song",1973,6.4,NA,"Prime",1
"8170","The Boys from County Clare",2003,6.5,46,"Prime",1
"8171","Three Wishes",1995,6.1,13,"Prime",1
"8172","The Conscientious Objector",2004,8.3,NA,"Prime",1
"8173","Kushi",2000,7.5,NA,"Prime",1
"8174","Attack of the Giant Leeches",1959,3.7,70,"Prime",1
"8175","Moving Midway",2007,7.3,100,"Prime",1
"8176","Dead of Night",1977,6.3,NA,"Prime",1
"8177","Thunder Alley",1985,6.8,NA,"Prime",1
"8178","Benjamin Troubles",2017,7.5,NA,"Prime",1
"8179","The Murder at Road Hill House",2011,6.7,NA,"Prime",1
"8180","Sethupathi",2016,7.2,NA,"Prime",1
"8181","Main Khiladi Tu Anari",1994,6.5,NA,"Prime",1
"8182","Something Ventured",2011,7,NA,"Prime",1
"8183","An American Girl: Chrissa Stands Strong",2009,6.2,NA,"Prime",1
"8184","The Soul of Success: The Jack Canfield Story",2017,8.6,NA,"Prime",1
"8185","Akele Hum Akele Tum",1995,7,NA,"Prime",1
"8186","Jimmy O. Yang: Good Deal",2020,7.1,NA,"Prime",1
"8187","No Letting Go",2016,6.5,NA,"Prime",1
"8188","Turkey Shoot",1982,5.9,NA,"Prime",1
"8189","Blood Rage",1987,5.8,NA,"Prime",1
"8190","Rubberneck",2013,5.3,62,"Prime",1
"8191","Cocaine Prison",2019,6.5,83,"Prime",1
"8192","Elvis Meets Nixon",1997,7.2,NA,"Prime",1
"8193","SlugTerra: Return of the Elementals",2014,6.5,NA,"Prime",1
"8194","The Botany of Desire",2009,7.6,NA,"Prime",1
"8195","Postal",2007,4.5,9,"Prime",1
"8196","The Secret of Nikola Tesla",1980,7.4,NA,"Prime",1
"8197","Pot o' Gold",1941,6.1,NA,"Prime",1
"8198","Billa II",2012,6.2,NA,"Prime",1
"8199","Nomads",1986,5.4,22,"Prime",1
"8200","Raja the Great",2017,6.6,NA,"Prime",1
"8201","Santa & Andres",2016,6.8,88,"Prime",1
"8202","Chasers",1994,5.1,33,"Prime",1
"8203","The Woman Who Wasn't There",2012,6.9,NA,"Prime",1
"8204","Kelly's Hollywood",2015,8,NA,"Prime",1
"8205","Ticks",1993,5.4,NA,"Prime",1
"8206","Slaughter Nick for President",2013,8.6,NA,"Prime",1
"8207","St. John in Exile",1986,7.3,NA,"Prime",1
"8208","Nota",2018,6.4,NA,"Prime",1
"8209","My Fairy Tail Love Story",2018,7.6,NA,"Prime",1
"8210","Savageland",2017,5.9,NA,"Prime",1
"8211","Eating Out: The Open Weekend",2011,5.5,NA,"Prime",1
"8212","Waterberry Tears",2010,5.5,NA,"Prime",1
"8213","Vidal Sassoon: The Movie",2010,6.5,60,"Prime",1
"8214","Dancing Across Borders",2010,6.3,57,"Prime",1
"8215","The Clearstream Affair",2014,6.5,NA,"Prime",1
"8216","Dirty 30",2016,5.5,NA,"Prime",1
"8217","Nina Conti: Her Master's Voice",2012,7.5,NA,"Prime",1
"8218","A Young Man With High Potential",2019,5.6,NA,"Prime",1
"8219","For the Birds",2016,7.9,NA,"Prime",1
"8220","Joseph Smith: The Prophet of the Restoration",2005,7.8,NA,"Prime",1
"8221","Leaving D.C.",2012,6,NA,"Prime",1
"8222","One Winter Night",2019,5.8,NA,"Prime",1
"8223","Black Belly of the Tarantula",1971,6.4,NA,"Prime",1
"8224","Darkness Reigns",2018,4.7,NA,"Prime",1
"8225","The New Public",2012,8.6,NA,"Prime",1
"8226","Golden Years",2016,6.1,29,"Prime",1
"8227","Man About Town",2006,5.5,38,"Prime",1
"8228","Astitva",2000,7.3,NA,"Prime",1
"8229","Kingdom of Shadows",2015,6.7,79,"Prime",1
"8230","Faces in the Crowd",2011,5.7,NA,"Prime",1
"8231","HENRi",2013,7.4,NA,"Prime",1
"8232","Mythica: The Darkspore",2015,5.5,NA,"Prime",1
"8233","All Hallows' Eve",2013,5,NA,"Prime",1
"8234","Queen of Hearts",1989,6.7,NA,"Prime",1
"8235","Love Ranch",2010,5.6,13,"Prime",1
"8236","Manufacturing Dissent",2007,5.7,54,"Prime",1
"8237","The Fighting Kentuckian",1949,6.5,NA,"Prime",1
"8238","Speedway Junky",1999,5.7,29,"Prime",1
"8239","Mister Rogers & Me",2010,7.4,NA,"Prime",1
"8240","Amador",2010,6.6,20,"Prime",1
"8241","Johnny Cool",1963,6.5,40,"Prime",1
"8242","A Sister's Call",2012,8.3,NA,"Prime",1
"8243","The Other Side of Sunday",1996,6.8,NA,"Prime",1
"8244","North West Frontier",1959,7.1,NA,"Prime",1
"8245","Heroes Shed No Tears",1986,6.3,NA,"Prime",1
"8246","Dope Sick Love",2005,7.5,NA,"Prime",1
"8247","The Big Racket",1976,7.2,NA,"Prime",1
"8248","The Boxer from Shantung",1972,7,NA,"Prime",1
"8249","Machine Gun Preacher Documentary",2014,8.8,NA,"Prime",1
"8250","Baabul",2006,5.4,NA,"Prime",1
"8251","The Penitent Man",2010,6.9,NA,"Prime",1
"8252","Michael Jordan: Air Time",1993,8.2,NA,"Prime",1
"8253","Sunburn",1999,6.4,NA,"Prime",1
"8254","Winter Ridge",2018,4.3,NA,"Prime",1
"8255","Barista",2015,6.3,NA,"Prime",1
"8256","Radio Dreams",2016,6.1,95,"Prime",1
"8257","El Sistema",2008,7.7,NA,"Prime",1
"8258","Off The Menu",2018,5.6,NA,"Prime",1
"8259","Deathstalker II",1987,5.2,NA,"Prime",1
"8260","Mellow Mud",2016,7.6,NA,"Prime",1
"8261","Caged No More",2016,5.4,NA,"Prime",1
"8262","The Trouble with Bliss",2011,5.3,33,"Prime",1
"8263","Sanctuary",2017,6.6,100,"Prime",1
"8264","Dead Man Running",2009,6,14,"Prime",1
"8265","Dream Deceivers: The Story Behind James Vance vs. Judas Priest",1992,7.3,NA,"Prime",1
"8266","The Hacker Wars",2014,6.5,NA,"Prime",1
"8267","Berlin Tunnel 21",1981,7.1,NA,"Prime",1
"8268","Seven Girlfriends",1999,5.8,50,"Prime",1
"8269","Jackboots on Whitehall",2010,5.2,47,"Prime",1
"8270","Christmas Comes to Willow Creek",1987,6.7,NA,"Prime",1
"8271","Isolated",2014,6.2,NA,"Prime",1
"8272","The Creepy Line",2018,7,NA,"Prime",1
"8273","The Worst Year of My Life",2015,5.2,67,"Prime",1
"8274","Lebanon, Pa.",2011,6.3,50,"Prime",1
"8275","Blue",2017,8.5,NA,"Prime",1
"8276","Déjà Vu",1998,7.1,NA,"Prime",1
"8277","They Made Me a Criminal",1939,6.9,NA,"Prime",1
"8278","Mike Epps: Under Rated & Never Faded",2009,6.3,NA,"Prime",1
"8279","Contraband",1980,6.6,NA,"Prime",1
"8280","Aisha",2010,5,NA,"Prime",1
"8281","Patient Seven",2016,4.9,NA,"Prime",1
"8282","The Jazz Loft According to W. Eugene Smith",2016,7.7,NA,"Prime",1
"8283","Druid Peak",2014,6.9,NA,"Prime",1
"8284","Vedhalam",2015,6.2,NA,"Prime",1
"8285","The Spies",2012,6.3,NA,"Prime",1
"8286","Our Sons",1991,6.9,NA,"Prime",1
"8287","A Christmas Tree Miracle",2013,6.6,NA,"Prime",1
"8288","I Want to Marry Ryan Banks",2004,6.1,NA,"Prime",1
"8289","I Won't Come Back",2014,7.1,NA,"Prime",1
"8290","Closer to God",2014,4.5,53,"Prime",1
"8291","Wonderful Nightmare",2015,7.1,NA,"Prime",1
"8292","Virus",1980,6.2,NA,"Prime",1
"8293","The Preacher's Daughter",2012,5.3,NA,"Prime",1
"8294","Late Night Trains",1975,6.2,NA,"Prime",1
"8295","The Celestine Prophecy",2006,4.9,4,"Prime",1
"8296","The Invincible Armour",1977,7.1,NA,"Prime",1
"8297","Malamaal Weekly",2006,6.9,NA,"Prime",1
"8298","Iris: The Movie",2010,6.2,NA,"Prime",1
"8299","Rise of the Superheroes",2019,6.5,NA,"Prime",1
"8300","Meatball Machine",2005,5.7,NA,"Prime",1
"8301","Watching the Detectives",2007,6.4,NA,"Prime",1
"8302","Why I Wore Lipstick to My Mastectomy",2006,7.2,NA,"Prime",1
"8303","Electoral Dysfunction",2012,7.1,60,"Prime",1
"8304","Zig Zag",2002,5.9,44,"Prime",1
"8305","Mirzya",2016,4.6,62,"Prime",1
"8306","Street Days",2010,7.7,NA,"Prime",1
"8307","Fled",1996,5.4,16,"Prime",1
"8308","Grassroots",2012,5.3,50,"Prime",1
"8309","A Is For Acid",2002,7,NA,"Prime",1
"8310","The Real Inglorious Bastards",2012,7.3,NA,"Prime",1
"8311","Jasper, Texas",2003,6.3,NA,"Prime",1
"8312","The Last Man",2018,3.8,NA,"Prime",1
"8313","Headhunter",2009,6.6,NA,"Prime",1
"8314","Daytime Drinking",2008,6.7,83,"Prime",1
"8315","Doug Stanhope: Beer Hall Putsch",2013,7.6,NA,"Prime",1
"8316","Shaolin Kung-Fu Mystagogue",1977,6.6,NA,"Prime",1
"8317","Eat With Me",2014,6.9,NA,"Prime",1
"8318","The Rage of Paris",1938,6.9,NA,"Prime",1
"8319","Lily C.A.T.",1987,6.2,NA,"Prime",1
"8320","Sebastian",1968,6.4,33,"Prime",1
"8321","Axolotl Overkill",2017,5.3,64,"Prime",1
"8322","In the Dark Half",2012,5.4,67,"Prime",1
"8323","Everything Beautiful Is Far Away",2017,5.6,NA,"Prime",1
"8324","Maya the Bee: The Honey Games",2018,5.6,NA,"Prime",1
"8325","Why We Fight: The Battle of Britain",1943,7.3,NA,"Prime",1
"8326","Six Dance Lessons in Six Weeks",2014,6.6,50,"Prime",1
"8327","Personal Effects",2009,6.2,NA,"Prime",1
"8328","Clara's Ghost",2018,4.3,74,"Prime",1
"8329","Sleeper's Wake",2012,5,NA,"Prime",1
"8330","Kids in Love",2016,5.2,38,"Prime",1
"8331","Three Night Stand",2013,5.1,60,"Prime",1
"8332","Danika",2006,5.6,29,"Prime",1
"8333","Seducing Mr. Perfect",2006,6.6,NA,"Prime",1
"8334","Cold Ground",2017,6.2,NA,"Prime",1
"8335","Nightjohn",1996,6.7,NA,"Prime",1
"8336","Thoppil Joppan",2016,5.7,NA,"Prime",1
"8337","George Carlin: Personal Favorites",1997,8.3,NA,"Prime",1
"8338","Fitzwilly",1967,6.7,NA,"Prime",1
"8339","Extraordinary: The Stan Romanek Story",2013,3.8,NA,"Prime",1
"8340","Gahan Wilson: Born Dead, Still Weird",2013,7.4,100,"Prime",1
"8341","Adelheid",1970,7.4,NA,"Prime",1
"8342","A Horrible Woman",2017,6.7,NA,"Prime",1
"8343","RWBY: Volume 4",2019,7.8,NA,"Prime",1
"8344","Rudolph the Red-Nosed Reindeer",1948,6.5,NA,"Prime",1
"8345","Coda",2013,7.2,NA,"Prime",1
"8346","The Woodcarver",2012,6.8,NA,"Prime",1
"8347","Art of the Prank",2015,6.8,NA,"Prime",1
"8348","All American Bikini Car Wash",2015,3.3,NA,"Prime",1
"8349","Chris Porter: Ugly and Angry",2014,7.7,NA,"Prime",1
"8350","Judas Kiss",2011,5.5,NA,"Prime",1
"8351","Lucky Numbers",2000,5,22,"Prime",1
"8352","Tattoo Nation",2013,6.9,NA,"Prime",1
"8353","Slender Man",2018,3.2,6,"Prime",1
"8354","March or Die",1977,6.3,NA,"Prime",1
"8355","Adira",2016,6.1,NA,"Prime",1
"8356","Fiela's Child",1988,7.1,NA,"Prime",1
"8357","K-11",2013,5.1,20,"Prime",1
"8358","Raja Babu",1994,6.3,NA,"Prime",1
"8359","Official Rejection",2009,7.2,NA,"Prime",1
"8360","Superheroes",2011,6.5,NA,"Prime",1
"8361","In Tranzit",2007,5.8,NA,"Prime",1
"8362","Love Me",2014,6.4,NA,"Prime",1
"8363","The Statement",2003,6.2,23,"Prime",1
"8364","A Light Beneath Their Feet",2016,6.5,NA,"Prime",1
"8365","Sticks & Stones",1996,6.3,NA,"Prime",1
"8366","Shame",1988,7,NA,"Prime",1
"8367","Rann",2010,6.9,NA,"Prime",1
"8368","Body of Sin",2018,4.5,NA,"Prime",1
"8369","RiffTrax Live: Birdemic - Shock and Terror",2012,7.6,NA,"Prime",1
"8370","Virtual Revolution",2016,4.9,40,"Prime",1
"8371","Some Kind of Hate",2015,4.5,38,"Prime",1
"8372","Carpool",1996,5,13,"Prime",1
"8373","The Phantom Lover",1995,6.4,NA,"Prime",1
"8374","The Gambler",2013,7.2,NA,"Prime",1
"8375","Bob and the Monster",2011,7.6,NA,"Prime",1
"8376","A Pistol for Ringo",1965,6.5,NA,"Prime",1
"8377","Dear Mr. Gacy",2010,6.4,NA,"Prime",1
"8378","Karla",2006,5.5,NA,"Prime",1
"8379","Beta Test",2016,5.9,NA,"Prime",1
"8380","National Lampoon Presents Electric Apricot: Quest for Festeroo",2007,6.8,NA,"Prime",1
"8381","Oxy-Morons",2011,6,NA,"Prime",1
"8382","Samay: When Time Strikes",2003,6.9,NA,"Prime",1
"8383","The Millionaire Tour",2012,6.3,NA,"Prime",1
"8384","Madras",2014,8,NA,"Prime",1
"8385","Remember the Daze",2008,5.9,NA,"Prime",1
"8386","Chain Letter",2010,4.1,33,"Prime",1
"8387","Bijuli Machine",2016,8.3,NA,"Prime",1
"8388","Love Games",2016,4.3,NA,"Prime",1
"8389","Don's Party",1976,6.8,NA,"Prime",1
"8390","The Directive",2019,4.6,NA,"Prime",1
"8391","Outpost",2008,5.8,NA,"Prime",1
"8392","The Lookalike",2014,5.4,20,"Prime",1
"8393","Michael Jordan's Playground",1990,7.4,NA,"Prime",1
"8394","Heartbeats",2017,5.4,NA,"Prime",1
"8395","Sweet Sunshine",2020,7.5,NA,"Prime",1
"8396","Death Walks on High Heels",1971,6.5,NA,"Prime",1
"8397","In Our Nature",2012,5.7,47,"Prime",1
"8398","Spettacolo",2017,6.6,92,"Prime",1
"8399","Summer of Blood",2014,5.3,50,"Prime",1
"8400","The Last Outlaw",1993,6.3,NA,"Prime",1
"8401","Brilliant Lies",1996,6.1,80,"Prime",1
"8402","Hidden Light",2018,6.7,NA,"Prime",1
"8403","Sinbad: Where U Been?",2010,7.9,NA,"Prime",1
"8404","The Final Terror",1983,5.2,38,"Prime",1
"8405","Bethany",2017,5,29,"Prime",1
"8406","Pad Na Jou Hart",2014,6.7,NA,"Prime",1
"8407","The Neighbors",2012,6.5,NA,"Prime",1
"8408","The Best Democracy Money Can Buy",2016,7.6,50,"Prime",1
"8409","Sleeping Dogs",1977,6.4,NA,"Prime",1
"8410","A Wind Named Amnesia",1990,6.6,NA,"Prime",1
"8411","eCupid",2011,5.2,NA,"Prime",1
"8412","Crawl",2011,4.6,63,"Prime",1
"8413","Tyson",1995,6.3,NA,"Prime",1
"8414","Forgetting Dad",2008,6.8,NA,"Prime",1
"8415","Flow: For Love of Water",2008,7.6,NA,"Prime",1
"8416","Kaaki Sattai",2015,5.6,NA,"Prime",1
"8417","Waking",2013,6.5,NA,"Prime",1
"8418","The Wasp Woman",1959,4.7,45,"Prime",1
"8419","Last Letters Home",2004,7.6,NA,"Prime",1
"8420","Borrowed Time",2013,5.9,77,"Prime",1
"8421","The New One-Armed Swordsman",1971,7.2,NA,"Prime",1
"8422","Evolution of Evil",2020,4.9,NA,"Prime",1
"8423","Misogynist",2013,6.5,NA,"Prime",1
"8424","Housewife",2017,4.9,NA,"Prime",1
"8425","Hellbenders",2013,4.8,33,"Prime",1
"8426","Body",2015,5.2,42,"Prime",1
"8427","Greedy Lying Bastards",2013,5.6,67,"Prime",1
"8428","Mah e Mir",2016,7.3,NA,"Prime",1
"8429","Sunshine Hotel",2001,7.3,NA,"Prime",1
"8430","Swastika",1974,7.4,NA,"Prime",1
"8431","The Bat",1959,6.1,NA,"Prime",1
"8432","Josh: Independence Through Unity",2013,7.2,NA,"Prime",1
"8433","Helicopter Mom",2015,5.5,17,"Prime",1
"8434","The Brain That Wouldn't Die",1962,4.4,38,"Prime",1
"8435","The Stolen Princess: Ruslan and Ludmila",2018,6.1,NA,"Prime",1
"8436","An American Carol",2008,4.1,13,"Prime",1
"8437","Hunger",2009,5.3,NA,"Prime",1
"8438","We Still Kill the Old Way",2014,6,NA,"Prime",1
"8439","Anastasia",1997,5.5,85,"Prime",1
"8440","The Big Take",2018,6.4,NA,"Prime",1
"8441","An Afghan Love Story",2013,7.4,NA,"Prime",1
"8442","Fortress",2012,5,NA,"Prime",1
"8443","Magnetic",2015,6.4,NA,"Prime",1
"8444","DeepStar Six",1989,5.3,NA,"Prime",1
"8445","To Walk with Lions",1999,6.9,NA,"Prime",1
"8446","Alex & Me",2018,5.4,NA,"Prime",1
"8447","This Is Happening",2015,6.1,44,"Prime",1
"8448","The Farmer's Wife",1928,5.9,NA,"Prime",1
"8449","Year of the Gun",1991,5.6,29,"Prime",1
"8450","Full Throttle",1995,6.6,NA,"Prime",1
"8451","Mickey Virus",2013,6,NA,"Prime",1
"8452","The Boy in the Plastic Bubble",1976,5.7,NA,"Prime",1
"8453","Gamera",1965,5,NA,"Prime",1
"8454","Art of Darkness",2014,8.4,NA,"Prime",1
"8455","Mirage Men",2013,6.4,NA,"Prime",1
"8456","Raju Ban Gaya Gentleman",1992,6.8,NA,"Prime",1
"8457","Muhammad: Legacy of a Prophet",2002,7.8,NA,"Prime",1
"8458","Care",2018,6.9,NA,"Prime",1
"8459","Anegan",2015,6.7,NA,"Prime",1
"8460","The Barn",2016,5.3,NA,"Prime",1
"8461","Escape and Evasion",2019,4.8,80,"Prime",1
"8462","The Last Summer of La Boyita",2009,7.1,NA,"Prime",1
"8463","Jack's Apocalypse",2015,6.3,NA,"Prime",1
"8464","Wasting Away",2007,5.7,NA,"Prime",1
"8465","The Blackwell Ghost",2017,5.8,NA,"Prime",1
"8466","Eleanor's Secret",2009,6.7,NA,"Prime",1
"8467","The Battle Of Chosin",2016,7.8,NA,"Prime",1
"8468","Shiver",2008,6,NA,"Prime",1
"8469","Deewaar: Let's Bring Our Heroes Home",2004,6.1,NA,"Prime",1
"8470","Antariksham 9000 KMPH",2018,6.1,NA,"Prime",1
"8471","Yumeji",1991,7,NA,"Prime",1
"8472","The Old Man and the Sea",1990,6.8,NA,"Prime",1
"8473","Malevil",1981,6.4,NA,"Prime",1
"8474","Poppy Shakespeare",2008,7.2,NA,"Prime",1
"8475","Beyond the Pale",2014,7.4,NA,"Prime",1
"8476","Special When Lit",2009,6.9,NA,"Prime",1
"8477","Godspeed",2016,6.8,NA,"Prime",1
"8478","The Wrong Arm of the Law",1963,6.8,NA,"Prime",1
"8479","Mi America",2015,6.4,50,"Prime",1
"8480","Death Wish V: The Face of Death",1994,4.9,NA,"Prime",1
"8481","The Butterfly Murders",1979,6.5,NA,"Prime",1
"8482","Harry Price: Ghost Hunter",2015,6.7,NA,"Prime",1
"8483","Klunkerz",2006,7.9,NA,"Prime",1
"8484","Marjaavaan",2019,3.5,NA,"Prime",1
"8485","My Neighbor’s Wife",2011,6.5,NA,"Prime",1
"8486","Lady Chatterley's Lover",1981,5.2,NA,"Prime",1
"8487","Kati Patang",1971,7.1,NA,"Prime",1
"8488","Little Soldiers",1996,7.9,NA,"Prime",1
"8489","Half Ticket",1962,7.4,NA,"Prime",1
"8490","2 Nights Till Morning",2015,6.1,NA,"Prime",1
"8491","Wilderness Survival for Girls",2004,5.4,50,"Prime",1
"8492","Zebra Lounge",2001,4.8,NA,"Prime",1
"8493","The Greatest",1977,6,NA,"Prime",1
"8494","Scrooge",1935,6.6,NA,"Prime",1
"8495","My Trip to Al-Qaeda",2010,7.1,NA,"Prime",1
"8496","Nada+",2001,6.4,NA,"Prime",1
"8497","Swan Lake",1981,7.8,NA,"Prime",1
"8498","Happily Ever After",2016,5.3,NA,"Prime",1
"8499","The Poison Rose",2019,4.6,NA,"Prime",1
"8500","I Accuse",2003,5.6,NA,"Prime",1
"8501","The Hellbenders",1967,6.8,NA,"Prime",1
"8502","Love Everlasting",2016,6.2,NA,"Prime",1
"8503","Bride of the Monster",1955,4.2,45,"Prime",1
"8504","Black Mountain Side",2016,5.2,NA,"Prime",1
"8505","LolliLove",2004,6.2,NA,"Prime",1
"8506","Back to Bosnia",2005,7.8,NA,"Prime",1
"8507","Don Q Son of Zorro",1925,7,NA,"Prime",1
"8508","The Citizen",2012,7,NA,"Prime",1
"8509","Cemetery Without Crosses",1969,6.9,NA,"Prime",1
"8510","Altered Hours",2016,4.6,NA,"Prime",1
"8511","Mitron",2018,6.9,NA,"Prime",1
"8512","Street Dreams",2009,6.2,NA,"Prime",1
"8513","Tiger Girl",2017,5.6,NA,"Prime",1
"8514","Girl on a Bicycle",2013,6.2,8,"Prime",1
"8515","Daddy's Little Girl",2012,5.8,NA,"Prime",1
"8516","Double Mommy",2016,6.1,NA,"Prime",1
"8517","Monogamish",2017,6.2,83,"Prime",1
"8518","Masked Avengers",1981,7.1,NA,"Prime",1
"8519","A Father's Choice",2000,6.1,NA,"Prime",1
"8520","Refuge",2013,5,NA,"Prime",1
"8521","Omo Child: The River and the Bush",2015,8.7,NA,"Prime",1
"8522","Fools on the Hill",2012,8.2,NA,"Prime",1
"8523","100 Days",1991,6.6,NA,"Prime",1
"8524","Battles Without Honor and Humanity: Proxy War",1973,7.4,NA,"Prime",1
"8525","Dus",2005,5.5,NA,"Prime",1
"8526","Repli-Kate",2002,5.7,NA,"Prime",1
"8527","Flashout",2019,5.3,NA,"Prime",1
"8528","CODE: Debugging the Gender Gap",2015,6,NA,"Prime",1
"8529","Dirty Weekend",2015,4.9,27,"Prime",1
"8530","The Butterfly Tree",2017,5.3,46,"Prime",1
"8531","Black Water",2018,4.8,NA,"Prime",1
"8532","Lingaa",2014,5.6,NA,"Prime",1
